PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION
OBJECT_ANALOG_VALUE_3000515,NAE08/FC-1.NAE8-T1-FEC45.SAT-SP,Discharge Air Temperature Setpoint
OBJECT_ANALOG_VALUE_3000519,NAE08/FC-1.NAE8-T1-FEC45.RA CO2 Setpoint,CS Input (Float)
OBJECT_ANALOG_VALUE_3000521,NAE08/FC-1.NAE8-T1-FEC45.Flow-SP,Setpoint
OBJECT_ANALOG_VALUE_3000532,NAE08/FC-1.NAE8-T1-FEC46.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3000534,NAE08/FC-1.NAE8-T1-FEC46.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000536,NAE08/FC-1.NAE8-T1-FEC46.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000537,NAE08/FC-1.NAE8-T1-FEC46.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000538,NAE08/FC-1.NAE8-T1-FEC46.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000549,NAE08/FC-1.NAE8-T1-FEC47.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3000551,NAE08/FC-1.NAE8-T1-FEC47.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000553,NAE08/FC-1.NAE8-T1-FEC47.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000554,NAE08/FC-1.NAE8-T1-FEC47.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000555,NAE08/FC-1.NAE8-T1-FEC47.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000566,NAE08/FC-1.NAE8-T1-FEC48.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3000568,NAE08/FC-1.NAE8-T1-FEC48.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000570,NAE08/FC-1.NAE8-T1-FEC48.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000571,NAE08/FC-1.NAE8-T1-FEC48.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000572,NAE08/FC-1.NAE8-T1-FEC48.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000583,NAE08/FC-1.NAE8-T1-FEC49.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3000585,NAE08/FC-1.NAE8-T1-FEC49.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000587,NAE08/FC-1.NAE8-T1-FEC49.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000588,NAE08/FC-1.NAE8-T1-FEC49.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000589,NAE08/FC-1.NAE8-T1-FEC49.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000600,NAE08/FC-1.NAE8-T1-FEC50.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3000602,NAE08/FC-1.NAE8-T1-FEC50.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000604,NAE08/FC-1.NAE8-T1-FEC50.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000605,NAE08/FC-1.NAE8-T1-FEC50.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000606,NAE08/FC-1.NAE8-T1-FEC50.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000617,NAE08/FC-1.NAE8-T1-FEC51.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3000619,NAE08/FC-1.NAE8-T1-FEC51.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000621,NAE08/FC-1.NAE8-T1-FEC51.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000622,NAE08/FC-1.NAE8-T1-FEC51.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000623,NAE08/FC-1.NAE8-T1-FEC51.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000634,NAE08/FC-1.NAE8-T1-FEC52.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3000636,NAE08/FC-1.NAE8-T1-FEC52.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000638,NAE08/FC-1.NAE8-T1-FEC52.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000639,NAE08/FC-1.NAE8-T1-FEC52.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000640,NAE08/FC-1.NAE8-T1-FEC52.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000651,NAE08/FC-1.NAE8-T1-FEC53.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3000653,NAE08/FC-1.NAE8-T1-FEC53.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000655,NAE08/FC-1.NAE8-T1-FEC53.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000656,NAE08/FC-1.NAE8-T1-FEC53.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000657,NAE08/FC-1.NAE8-T1-FEC53.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000668,NAE08/FC-1.NAE8-T1-FEC54.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3000670,NAE08/FC-1.NAE8-T1-FEC54.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000672,NAE08/FC-1.NAE8-T1-FEC54.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000673,NAE08/FC-1.NAE8-T1-FEC54.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000674,NAE08/FC-1.NAE8-T1-FEC54.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000685,NAE08/FC-1.NAE8-T1-FEC55.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3000687,NAE08/FC-1.NAE8-T1-FEC55.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000689,NAE08/FC-1.NAE8-T1-FEC55.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000690,NAE08/FC-1.NAE8-T1-FEC55.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000691,NAE08/FC-1.NAE8-T1-FEC55.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000702,NAE08/FC-1.NAE8-T1-FEC56.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3000704,NAE08/FC-1.NAE8-T1-FEC56.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000706,NAE08/FC-1.NAE8-T1-FEC56.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3000707,NAE08/FC-1.NAE8-T1-FEC56.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000708,NAE08/FC-1.NAE8-T1-FEC56.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3000715,NAE08/FC-1.NAE8-T1-VMA44.SA-F,Airflow Rate
OBJECT_ANALOG_VALUE_3000722,NAE08/FC-1.NAE8-T1-VMA57.SA-F,Airflow Rate
OBJECT_ANALOG_VALUE_3000729,NAE08/FC-1.NAE8-T1-VMA73.SA-F,Airflow Rate
OBJECT_ANALOG_VALUE_3001029,NAE08/FC-1.9-UP-86.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3001030,NAE08/FC-1.9-UP-86.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3001031,NAE08/FC-1.9-UP-86.UNOCC-SETBK-SP,Unoccupied Setback Setpoint
OBJECT_ANALOG_VALUE_3001032,NAE08/FC-1.9-UP-86.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001033,NAE08/FC-1.9-UP-86.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001037,NAE08/FC-1.9-UP-86.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001039,NAE08/FC-1.9-UP-86.FLUSHPOS,Flush Position
OBJECT_ANALOG_VALUE_3001042,NAE08/FC-1.9-UP-86.OCCMODE-BYPASSTIME,
OBJECT_ANALOG_VALUE_3001049,NAE08/FC-1.9-UP-85.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3001050,NAE08/FC-1.9-UP-85.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3001051,NAE08/FC-1.9-UP-85.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001052,NAE08/FC-1.9-UP-85.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001053,NAE08/FC-1.9-UP-85.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001057,NAE08/FC-1.9-UP-85.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001063,NAE08/FC-1.9-UP-84.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3001064,NAE08/FC-1.9-UP-84.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3001065,NAE08/FC-1.9-UP-84.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001066,NAE08/FC-1.9-UP-84.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001067,NAE08/FC-1.9-UP-84.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001069,NAE08/FC-1.9-UP-84.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001075,NAE08/FC-1.9-UP-83.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3001076,NAE08/FC-1.9-UP-83.ZN2-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3001077,NAE08/FC-1.9-UP-83.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001078,NAE08/FC-1.9-UP-83.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001081,NAE08/FC-1.9-UP-83.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001112,NAE08/FC-1.9-UP-87.SA-T,Supply Air Temperature
OBJECT_ANALOG_VALUE_3001113,NAE08/FC-1.9-UP-87.CLG-O,Flow Percent
OBJECT_ANALOG_VALUE_3001114,NAE08/FC-1.9-UP-86.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001141,NAE08/FC-1.NAE8-T1-VMA73.ZNT-SP,Common Setpoint
OBJECT_ANALOG_VALUE_3001343,NAE08/FC-1.NAE8-T1-VMA44.EAFLOW-SP,OA Percent
OBJECT_ANALOG_VALUE_3001344,NAE08/FC-1.NAE8-T1-VMA44.SAFLOW-SP,Flow Setpoint
OBJECT_ANALOG_VALUE_3001476,NAE08/FC-1.NAE8-T1-VMA57.EAFLOW-SP,OA Percent
OBJECT_ANALOG_VALUE_3001477,NAE08/FC-1.NAE8-T1-VMA57.SAFLOW-SP,Flow Setpoint
OBJECT_ANALOG_VALUE_3001544,NAE08/FC-1.NAE8-T1-VMA73.EAFLOW-SP,OA Percent
OBJECT_ANALOG_VALUE_3001545,NAE08/FC-1.NAE8-T1-VMA73.SAFLOW-SP,Flow Setpoint
OBJECT_ANALOG_VALUE_3001626,NAE08/FC-1.NAE08-T1-FEC70.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001627,NAE08/FC-1.NAE08-T1-FEC70.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001628,NAE08/FC-1.NAE8-T1-FEC71.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001629,NAE08/FC-1.NAE8-T1-FEC71.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001630,NAE08/FC-1.NAE8-T1-FEC72.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001631,NAE08/FC-1.NAE8-T1-FEC72.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001632,NAE08/FC-1.NAE8-T1-FEC73.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001633,NAE08/FC-1.NAE8-T1-FEC73.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001634,NAE08/FC-1.NAE8-T1-FEC74.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001635,NAE08/FC-1.NAE8-T1-FEC74.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001636,NAE08/FC-1.NAE8-T1-FEC75.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001637,NAE08/FC-1.NAE8-T1-FEC75.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001638,NAE08/FC-1.NAE8-T1-FEC76.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001639,NAE08/FC-1.NAE8-T1-FEC76.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001640,NAE08/FC-1.NAE8-T1-FEC77.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001641,NAE08/FC-1.NAE8-T1-FEC77.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001642,NAE08/FC-1.NAE8-T1-FEC78.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001643,NAE08/FC-1.NAE8-T1-FEC78.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001644,NAE08/FC-1.NAE8-T1-FEC79.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001645,NAE08/FC-1.NAE8-T1-FEC79.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001646,NAE08/FC-1.NAE8-T1-FEC80.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3001647,NAE08/FC-1.NAE8-T1-FEC80.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3001670,NAE08/FC-1.7-UP-90.ZN1-DMP-MAX,Zone 1 Damper Max
OBJECT_ANALOG_VALUE_3001671,NAE08/FC-1.7-UP-90.ZN3-DMP-MAX,Zone 3 Damper Max
OBJECT_ANALOG_VALUE_3001673,NAE08/FC-1.7-UP-90.ZN2-DMP-MAX,Zone 2 Damper Max
OBJECT_ANALOG_VALUE_3001683,NAE08/FC-1.7-UP-90.VAV-DMP-MIN-POS,Damper Min Position
OBJECT_ANALOG_VALUE_3001689,NAE08/FC-1.7-UP-90.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001693,NAE08/FC-1.7-UP-90.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001708,NAE08/FC-1.7-UP-90.ZN3T-SP,Zone 3 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001712,NAE08/FC-1.7-UP-91.ZN1-DMP-MAX,Zone 1 Damper Max
OBJECT_ANALOG_VALUE_3001725,NAE08/FC-1.7-UP-91.VAV-DMP-MIN-POS,Damper Min Position
OBJECT_ANALOG_VALUE_3001735,NAE08/FC-1.7-UP-91.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001756,NAE08/FC-1.7-UP-92.ZN1-DMP-MAX,Zone 1 Damper Max
OBJECT_ANALOG_VALUE_3001757,NAE08/FC-1.7-UP-92.ZN3-DMP-MAX,Zone 3 Damper Max
OBJECT_ANALOG_VALUE_3001759,NAE08/FC-1.7-UP-92.ZN2-DMP-MAX,Zone 2 Damper Max
OBJECT_ANALOG_VALUE_3001769,NAE08/FC-1.7-UP-92.VAV-DMP-MIN-POS,Damper Min Position
OBJECT_ANALOG_VALUE_3001775,NAE08/FC-1.7-UP-92.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001779,NAE08/FC-1.7-UP-92.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001795,NAE08/FC-1.7-UP-92.ZN3T-SP,Zone 3 Temperature Setpoint
OBJECT_ANALOG_VALUE_3001927,NAE08/FC-1.9-UP-88.ZN-T,CS Input (Float)
OBJECT_ANALOG_VALUE_3001928,NAE08/FC-1.9-UP-88.ZN-SP,CS Input (Float)
OBJECT_ANALOG_VALUE_3001933,NAE08/FC-1.9-UP-88.SA-T,Supply Air Temperature
OBJECT_ANALOG_VALUE_3001934,NAE08/FC-1.9-UP-88.SAFLOW-SP,Flow Setpoint
OBJECT_ANALOG_VALUE_3001935,NAE08/FC-1.9-UP-88.SA-F,
OBJECT_ANALOG_VALUE_3001936,NAE08/FC-1.9-UP-88.CLG-O,Flow Percent
OBJECT_ANALOG_VALUE_3001937,NAE08/FC-1.9-UP-88.CLGOCC-SP,
OBJECT_ANALOG_VALUE_3001938,NAE08/FC-1.9-UP-88.CLGSTBY-SP,
OBJECT_ANALOG_VALUE_3001939,NAE08/FC-1.9-UP-88.CLGUNOCC-SP,
OBJECT_ANALOG_VALUE_3001940,NAE08/FC-1.9-UP-88.HTGOCC-SP,
OBJECT_ANALOG_VALUE_3001941,NAE08/FC-1.9-UP-88.HTGSTBY-SP,
OBJECT_ANALOG_VALUE_3001942,NAE08/FC-1.9-UP-88.HTGUNOCC-SP,
OBJECT_ANALOG_VALUE_3001943,NAE08/FC-1.9-UP-88.EFFCLG-SP,
OBJECT_ANALOG_VALUE_3001944,NAE08/FC-1.9-UP-88.EFFHTG-SP,
OBJECT_ANALOG_VALUE_3001948,NAE08/FC-1.9-UP-89.ZN-SP,CS Input (Float)
OBJECT_ANALOG_VALUE_3001953,NAE08/FC-1.9-UP-89.CLGUNOCC-MINFLOW,Unocc Cooling Min Flow
OBJECT_ANALOG_VALUE_3001954,NAE08/FC-1.9-UP-89.HTGUNOCC-MINFLOW,Unocc Heating Min Flow
OBJECT_ANALOG_VALUE_3001955,NAE08/FC-1.9-UP-89.CLG-MINFLOW,Cooling Min Flow
OBJECT_ANALOG_VALUE_3001956,NAE08/FC-1.9-UP-89.HTG-MINFLOW,Heating Min Flow
OBJECT_ANALOG_VALUE_3001957,NAE08/FC-1.9-UP-89.SA-T,Supply Air Temperature
OBJECT_ANALOG_VALUE_3001958,NAE08/FC-1.9-UP-89.SAFLOW-SP,Flow Setpoint
OBJECT_ANALOG_VALUE_3001959,NAE08/FC-1.9-UP-89.SA-F,
OBJECT_ANALOG_VALUE_3001960,NAE08/FC-1.9-UP-89.CLG-O,Flow Percent
OBJECT_ANALOG_VALUE_3001961,NAE08/FC-1.9-UP-89.CLGOCC-SP,
OBJECT_ANALOG_VALUE_3001962,NAE08/FC-1.9-UP-89.CLGSTBY-SP,
OBJECT_ANALOG_VALUE_3001963,NAE08/FC-1.9-UP-89.CLGUNOCC-SP,
OBJECT_ANALOG_VALUE_3001964,NAE08/FC-1.9-UP-89.HTGOCC-SP,
OBJECT_ANALOG_VALUE_3001965,NAE08/FC-1.9-UP-89.HTGSTBY-SP,
OBJECT_ANALOG_VALUE_3001966,NAE08/FC-1.9-UP-89.HTGUNOCC-SP,
OBJECT_ANALOG_VALUE_3001967,NAE08/FC-1.9-UP-89.EFFCLG-SP,
OBJECT_ANALOG_VALUE_3001968,NAE08/FC-1.9-UP-89.EFFHTG-SP,
OBJECT_ANALOG_VALUE_3002177,NAE08/FC-1.8-UP-100.ZN3-MIN-DMP-POS,Zone 3 Minimum Damper Position
OBJECT_ANALOG_VALUE_3002179,NAE08/FC-1.8-UP-100.ZN3-DMP-MAX,Zone 3 Maximum Damper Position
OBJECT_ANALOG_VALUE_3002181,NAE08/FC-1.8-UP-100.ZN2-DMP-MAX,Zone 2 Maximum Damper Position
OBJECT_ANALOG_VALUE_3002182,NAE08/FC-1.8-UP-100.CLGOCC-SP,Cooling Occupy Setpoint
OBJECT_ANALOG_VALUE_3002183,NAE08/FC-1.8-UP-100.CLGSTBY-SP,Cooling Standby Setpoint
OBJECT_ANALOG_VALUE_3002184,NAE08/FC-1.8-UP-100.CLGUNOCC-SP,Cooling Unoccupy Setpoint
OBJECT_ANALOG_VALUE_3002185,NAE08/FC-1.8-UP-100.HTGOCC-SP,Heating Occupy Setpoint
OBJECT_ANALOG_VALUE_3002186,NAE08/FC-1.8-UP-100.HTGSTBY-SP,Heating Standby Setpoint
OBJECT_ANALOG_VALUE_3002187,NAE08/FC-1.8-UP-100.HTGUNOCC-SP,Heating Unoccupy Setpoint
OBJECT_ANALOG_VALUE_3002188,NAE08/FC-1.8-UP-100.EFFCLG-SP,Effective Cooling Setpoint
OBJECT_ANALOG_VALUE_3002189,NAE08/FC-1.8-UP-100.EFFHTG-SP,Effective Heating Setpoint
OBJECT_ANALOG_VALUE_3002190,NAE08/FC-1.8-UP-100.VAV-DMP-MIN-POS,VAV Damper Minimum Position
OBJECT_ANALOG_VALUE_3002191,NAE08/FC-1.8-UP-100.SUP-HTG-MIN-POS,Supplement Heating Minimum Position
OBJECT_ANALOG_VALUE_3002192,NAE08/FC-1.8-UP-100.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3002199,NAE08/FC-1.8-UP-100.ZN3T-SP,Zone 3 Temperature Setpoint
OBJECT_ANALOG_VALUE_3002222,NAE08/FC-1.NAE8-T1-FEC46.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002223,NAE08/FC-1.NAE8-T1-FEC46.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002224,NAE08/FC-1.NAE8-T1-FEC47.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002225,NAE08/FC-1.NAE8-T1-FEC47.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002226,NAE08/FC-1.NAE8-T1-FEC48.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002227,NAE08/FC-1.NAE8-T1-FEC48.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002228,NAE08/FC-1.NAE8-T1-FEC49.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002229,NAE08/FC-1.NAE8-T1-FEC49.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002230,NAE08/FC-1.NAE8-T1-FEC50.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002231,NAE08/FC-1.NAE8-T1-FEC50.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002232,NAE08/FC-1.NAE8-T1-FEC51.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002233,NAE08/FC-1.NAE8-T1-FEC51.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002234,NAE08/FC-1.NAE8-T1-FEC52.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002235,NAE08/FC-1.NAE8-T1-FEC52.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002236,NAE08/FC-1.NAE8-T1-FEC53.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002237,NAE08/FC-1.NAE8-T1-FEC53.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002238,NAE08/FC-1.NAE8-T1-FEC54.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002239,NAE08/FC-1.NAE8-T1-FEC54.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002240,NAE08/FC-1.NAE8-T1-FEC55.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002241,NAE08/FC-1.NAE8-T1-FEC55.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002242,NAE08/FC-1.NAE8-T1-FEC56.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002243,NAE08/FC-1.NAE8-T1-FEC56.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002244,NAE08/FC-1.7-UP-90.SUP-HTG-MIN-POS,
OBJECT_ANALOG_VALUE_3002245,NAE08/FC-1.7-UP-91.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002246,NAE08/FC-1.7-UP-92.SUP-HTG-MIN-POS,
OBJECT_ANALOG_VALUE_3002247,NAE08/FC-1.NAE8-T1-FEC59.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002248,NAE08/FC-1.NAE8-T1-FEC59.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002249,NAE08/FC-1.NAE8-T1-FEC60.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002250,NAE08/FC-1.NAE8-T1-FEC60.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002251,NAE08/FC-1.NAE8-T1-FEC61.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002252,NAE08/FC-1.NAE8-T1-FEC61.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002253,NAE08/FC-1.NAE8-T1-FEC62.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002254,NAE08/FC-1.NAE8-T1-FEC62.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002255,NAE08/FC-1.NAE8-T1-FEC63.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002256,NAE08/FC-1.NAE8-T1-FEC63.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002257,NAE08/FC-1.NAE8-T1-FEC64.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002258,NAE08/FC-1.NAE8-T1-FEC64.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
